UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video ID,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
792.0,51.0,Male,India,36566.0,0.0,True,Waiting staff,Urban,Instagram,29.0,16.0,7369.0,Pranks,29.0,1497.0,4.0,7.0,17.0,98.0,,6.0,4.0,Habit,Smartphone,iOS,,8.0,2.0,At school,Wi-Fi
793.0,35.0,Male,India,27190.0,0.0,False,Students,Urban,TikTok,264.0,invalid,1972.0,Jokes/Memes,24.0,1379.0,4.0,19.0,48.0,27.0,,3.0,invalid,Habit,Smartphone,Android,2:00 PM,5.0,5.0,At work,Mobile Data
794.0,47.0,Male,Mexico,58333.0,,True,Labor/Worker,Urban,Instagram,47.0,13.0,9696.0,Jokes/Memes,22.0,8871.0,8.0,13.0,,84.0,,3.0,7.0,,Smartphone,Android,9:00 PM,5.0,5.0,Commuting,Mobile Data
795.0,32.0,Female,United States,21589.0,0.0,False,Labor/Worker,Rural,YouTube,157.0,15.0,8056.0,Comedy,6.0,7360.0,4.0,26.0,14.0,64.0,,6.0,4.0,Entertainment,Smartphone,Android,2:00 PM,8.0,,At school,Wi-Fi
796.0,44.0,,India,45235.0,0.0,True,Students,Rural,Facebook,34.0,12.0,4219.0,Life Hacks,16.0,3770.0,4.0,12.0,17.0,41.0,,6.0,4.0,Boredom,Smartphone,iOS,,8.0,,At home,Mobile Data
797.0,51.0,Other,Pakistan,20159.0,0.0,False,Students,Urban,YouTube,130.0,8.0,1869.0,Jokes/Memes,24.0,3342.0,2.0,12.0,3.0,,,8.0,2.0,Boredom,Smartphone,Windows,9:00 PM,10.0,0.0,At home,Mobile Data
798.0,55.0,Female,Barzil,32145.0,0.0,True,Waiting staff,Rural,YouTube,35.0,10.0,1672.0,invalid,8.0,9088.0,7.0,22.0,34.0,68.0,,8.0,2.0,Habit,Smartphone,iOS,9:00 PM,10.0,0.0,At work,Mobile Data
799.0,50.0,Male,Barzil,51921.0,1.0,False,Students,Rural,YouTube,178.0,14.0,9275.0,ASMR,,1546.0,4.0,13.0,40.0,5.0,,6.0,4.0,Procrastination,Smartphone,Android,8:00 AM,8.0,2.0,At home,
invalid,41.0,Male,India,36237.0,0.0,True,driver,,TikTok,234.0,,1729.0,Life Hacks,22.0,3126.0,6.0,28.0,25.0,,,6.0,4.0,Boredom,,Android,2:00 PM,8.0,2.0,At home,Mobile Data
801.0,32.0,Male,Vietnam,28244.0,0.0,False,Manager,Rural,Facebook,10.0,18.0,7633.0,Jokes/Memes,6.0,,3.0,14.0,2.0,8.0,,8.0,2.0,Habit,Tablet,MacOS,5:00 PM,10.0,0.0,At work,Mobile Data
802.0,47.0,invalid,Japan,34743.0,0.0,True,Students,Urban,Facebook,270.0,19.0,6404.0,Life Hacks,10.0,6208.0,7.0,22.0,34.0,22.0,,8.0,2.0,Boredom,Smartphone,Android,2:00 PM,,0.0,At work,Wi-Fi
803.0,59.0,Female,India,66101.0,1.0,True,Waiting staff,Rural,TikTok,22.0,15.0,6093.0,Entertainment,16.0,8875.0,6.0,12.0,26.0,7.0,,3.0,7.0,Entertainment,,MacOS,9:00 PM,5.0,5.0,At home,invalid
804.0,34.0,Female,United States,76378.0,1.0,True,Labor/Worker,Urban,Facebook,57.0,6.0,2143.0,Entertainment,,1295.0,3.0,20.0,31.0,22.0,,8.0,2.0,Entertainment,,Windows,,10.0,0.0,Commuting,Mobile Data
805.0,22.0,Female,Philippines,91126.0,1.0,True,Students,Rural,YouTube,103.0,11.0,9341.0,Life Hacks,13.0,1385.0,4.0,12.0,9.0,46.0,,,4.0,Habit,Smartphone,Windows,2:00 PM,8.0,2.0,At home,Mobile Data
806.0,46.0,Male,United States,76071.0,1.0,False,Students,Rural,Facebook,270.0,11.0,6185.0,ASMR,29.0,942.0,5.0,27.0,30.0,30.0,,3.0,7.0,Boredom,Smartphone,iOS,2:00 PM,5.0,5.0,At home,Mobile Data
807.0,21.0,Female,Mexico,91121.0,1.0,True,Engineer,Rural,TikTok,287.0,18.0,6011.0,Jokes/Memes,6.0,3280.0,9.0,6.0,20.0,16.0,,,2.0,Entertainment,Tablet,Android,5:00 PM,10.0,0.0,Commuting,Mobile Data
,27.0,Other,Mexico,94763.0,1.0,False,Labor/Worker,Rural,YouTube,214.0,18.0,254.0,Pranks,24.0,1033.0,6.0,27.0,21.0,79.0,,3.0,7.0,Procrastination,Computer,Android,2:00 PM,5.0,5.0,At home,Mobile Data
809.0,34.0,Male,Barzil,32237.0,0.0,True,,Rural,TikTok,194.0,10.0,4103.0,Life Hacks,1.0,,4.0,10.0,29.0,5.0,,3.0,7.0,Procrastination,Computer,iOS,,5.0,5.0,At work,Mobile Data
810.0,27.0,Male,Barzil,35649.0,0.0,False,Labor/Worker,Urban,Instagram,184.0,2.0,3543.0,Gaming,21.0,2233.0,7.0,20.0,25.0,67.0,,3.0,7.0,Boredom,Smartphone,iOS,2:00 PM,5.0,5.0,At school,Mobile Data
811.0,34.0,Male,Vietnam,57713.0,1.0,True,Manager,Rural,YouTube,78.0,9.0,2776.0,Pranks,,1620.0,2.0,29.0,38.0,23.0,,3.0,7.0,Entertainment,Tablet,iOS,2:00 PM,5.0,5.0,At work,
812.0,37.0,Male,Germany,93463.0,1.0,False,Waiting staff,Rural,YouTube,113.0,14.0,7679.0,Pranks,12.0,3535.0,4.0,,44.0,61.0,,6.0,4.0,Boredom,Smartphone,,2:00 PM,8.0,2.0,At work,Mobile Data
813.0,41.0,Male,Indonesia,65409.0,1.0,True,Labor/Worker,Rural,Facebook,255.0,19.0,6213.0,Gaming,24.0,3205.0,5.0,9.0,25.0,74.0,,8.0,2.0,Entertainment,Smartphone,Android,9:00 PM,10.0,0.0,At school,Wi-Fi
814.0,22.0,Other,Indonesia,68766.0,1.0,False,driver,Rural,YouTube,170.0,invalid,4638.0,Gaming,27.0,2882.0,4.0,2.0,9.0,5.0,,3.0,7.0,Boredom,Computer,,2:00 PM,5.0,5.0,At work,Wi-Fi
,51.0,Female,Germany,66154.0,,True,Waiting staff,Urban,TikTok,209.0,4.0,,Jokes/Memes,6.0,170.0,4.0,7.0,39.0,23.0,,8.0,2.0,Habit,Smartphone,Android,2:00 PM,,0.0,,Mobile Data
816.0,23.0,Female,Japan,27016.0,0.0,False,Labor/Worker,Rural,invalid,225.0,6.0,8458.0,Jokes/Memes,18.0,8140.0,9.0,9.0,44.0,79.0,,6.0,4.0,Habit,Smartphone,,2:00 PM,8.0,2.0,At work,Mobile Data
817.0,19.0,Male,Indonesia,99563.0,1.0,True,Artist,Urban,Instagram,221.0,14.0,6477.0,Vlogs,13.0,9745.0,invalid,25.0,26.0,82.0,,8.0,2.0,Boredom,Smartphone,Windows,9:00 PM,10.0,0.0,At school,Mobile Data
818.0,30.0,Male,Vietnam,68688.0,1.0,False,Labor/Worker,,TikTok,25.0,4.0,3149.0,Jokes/Memes,,3897.0,6.0,12.0,37.0,25.0,,,4.0,Entertainment,Smartphone,Android,5:00 PM,8.0,2.0,,Mobile Data
819.0,60.0,Female,Philippines,74238.0,,True,Labor/Worker,Urban,Instagram,214.0,15.0,3360.0,Life Hacks,23.0,9787.0,8.0,5.0,16.0,8.0,,3.0,7.0,Habit,Smartphone,Windows,8:00 AM,5.0,5.0,At home,Mobile Data
820.0,60.0,Male,Philippines,78608.0,1.0,False,Waiting staff,,Instagram,48.0,16.0,1005.0,Jokes/Memes,13.0,9815.0,8.0,1.0,37.0,,,3.0,7.0,Procrastination,Smartphone,iOS,9:00 PM,5.0,5.0,At home,Mobile Data
821.0,28.0,Female,India,51897.0,,,driver,Rural,Instagram,,7.0,4718.0,Trends,21.0,4122.0,,22.0,12.0,21.0,,3.0,7.0,Boredom,Tablet,Android,5:00 PM,5.0,5.0,Commuting,
822.0,64.0,Female,India,70961.0,1.0,False,Teacher,Rural,invalid,265.0,17.0,3272.0,Jokes/Memes,8.0,5109.0,4.0,15.0,24.0,2.0,,3.0,7.0,,Smartphone,Android,5:00 PM,5.0,invalid,Commuting,Mobile Data
823.0,40.0,Male,Philippines,88703.0,1.0,True,Labor/Worker,Rural,TikTok,263.0,19.0,210.0,Gaming,21.0,invalid,7.0,8.0,26.0,22.0,,3.0,7.0,Entertainment,Smartphone,Android,9:00 PM,5.0,5.0,At work,Mobile Data
824.0,,Female,United States,,,True,Waiting staff,Urban,TikTok,225.0,19.0,9080.0,Gaming,,2837.0,6.0,1.0,20.0,72.0,,3.0,7.0,Habit,Tablet,Android,5:00 PM,invalid,5.0,At school,invalid
825.0,48.0,Other,United States,46917.0,0.0,True,Students,Urban,YouTube,181.0,17.0,5540.0,Comedy,9.0,8599.0,6.0,18.0,9.0,87.0,,6.0,4.0,Habit,Smartphone,Android,2:00 PM,8.0,2.0,At school,Mobile Data
826.0,28.0,Male,Germany,42736.0,0.0,True,Students,Rural,Facebook,146.0,6.0,154.0,Vlogs,20.0,5228.0,2.0,13.0,23.0,96.0,,3.0,7.0,Boredom,Smartphone,Android,9:00 PM,,5.0,Commuting,Mobile Data
827.0,33.0,Other,India,47990.0,0.0,False,Waiting staff,Urban,Instagram,187.0,11.0,3594.0,ASMR,13.0,4169.0,8.0,,39.0,72.0,,3.0,7.0,Habit,Tablet,Android,2:00 PM,5.0,5.0,At home,Mobile Data
828.0,25.0,Other,India,82551.0,1.0,True,Engineer,,TikTok,86.0,16.0,8607.0,Pranks,2.0,6721.0,8.0,1.0,29.0,68.0,,3.0,7.0,Boredom,Smartphone,iOS,2:00 PM,5.0,5.0,invalid,Mobile Data
829.0,21.0,Male,Barzil,78161.0,1.0,False,Labor/Worker,Rural,YouTube,197.0,8.0,1285.0,Pranks,4.0,679.0,7.0,5.0,31.0,64.0,,,2.0,Boredom,Smartphone,Android,9:00 PM,10.0,0.0,At school,Mobile Data
830.0,57.0,Other,Mexico,99623.0,1.0,True,Labor/Worker,Urban,Instagram,24.0,11.0,3149.0,Vlogs,29.0,7429.0,9.0,18.0,19.0,94.0,,9.0,1.0,Habit,Smartphone,MacOS,5:00 PM,10.0,0.0,At school,Mobile Data
831.0,21.0,Female,Vietnam,42440.0,0.0,False,Waiting staff,Rural,Facebook,223.0,7.0,769.0,Jokes/Memes,25.0,5487.0,8.0,16.0,20.0,19.0,,8.0,2.0,Procrastination,Smartphone,Android,invalid,10.0,0.0,At home,
832.0,42.0,Female,Philippines,55205.0,1.0,,Students,Urban,Facebook,217.0,19.0,9175.0,Vlogs,2.0,236.0,9.0,26.0,23.0,87.0,,6.0,4.0,Habit,Smartphone,Android,9:00 PM,8.0,2.0,invalid,Mobile Data
833.0,20.0,Female,Indonesia,75103.0,1.0,False,Students,Rural,Instagram,178.0,10.0,5608.0,,4.0,6804.0,9.0,10.0,43.0,82.0,,3.0,,Habit,Smartphone,MacOS,9:00 PM,5.0,5.0,At school,Mobile Data
834.0,49.0,Male,Germany,90812.0,1.0,True,driver,Rural,Facebook,289.0,9.0,3203.0,Jokes/Memes,18.0,2423.0,6.0,4.0,27.0,53.0,,8.0,2.0,Boredom,,Android,2:00 PM,10.0,0.0,At school,Wi-Fi
835.0,20.0,Other,United States,61627.0,1.0,False,Labor/Worker,invalid,TikTok,155.0,,2788.0,Trends,5.0,1032.0,2.0,1.0,30.0,93.0,,6.0,invalid,Entertainment,Tablet,Android,2:00 PM,8.0,2.0,Commuting,
836.0,44.0,Male,Philippines,39008.0,0.0,True,Engineer,Rural,invalid,272.0,15.0,,Entertainment,19.0,6339.0,7.0,23.0,21.0,87.0,,3.0,7.0,Habit,Smartphone,Android,9:00 PM,5.0,5.0,At home,Mobile Data
837.0,46.0,Female,India,91274.0,1.0,False,Waiting staff,Rural,TikTok,13.0,invalid,,Gaming,10.0,2940.0,3.0,8.0,,97.0,,3.0,7.0,Boredom,Tablet,Android,8:00 AM,5.0,,,Mobile Data
838.0,49.0,Other,Mexico,52402.0,1.0,True,Students,Rural,,invalid,2.0,7400.0,Jokes/Memes,18.0,5409.0,7.0,5.0,35.0,52.0,,3.0,7.0,Habit,Computer,iOS,2:00 PM,5.0,5.0,At work,Mobile Data
839.0,36.0,Other,India,73384.0,1.0,False,Students,Rural,TikTok,69.0,2.0,6339.0,Life Hacks,25.0,3132.0,9.0,2.0,49.0,47.0,,3.0,7.0,Habit,Tablet,Android,9:00 PM,5.0,5.0,At school,Mobile Data
840.0,38.0,invalid,Indonesia,25793.0,0.0,True,Teacher,Rural,YouTube,25.0,16.0,8734.0,Pranks,21.0,7080.0,2.0,24.0,7.0,82.0,,8.0,2.0,Habit,Tablet,iOS,2:00 PM,10.0,0.0,invalid,Mobile Data
841.0,22.0,Male,India,25571.0,0.0,False,Manager,Urban,TikTok,236.0,9.0,359.0,Jokes/Memes,10.0,4942.0,6.0,17.0,22.0,54.0,,3.0,7.0,Boredom,Tablet,iOS,2:00 PM,5.0,,Commuting,Wi-Fi
842.0,35.0,Female,,36209.0,0.0,True,Students,Rural,TikTok,38.0,13.0,850.0,,5.0,6961.0,6.0,7.0,,44.0,,3.0,7.0,Entertainment,Smartphone,invalid,8:00 AM,5.0,5.0,At home,Mobile Data
843.0,45.0,Male,Philippines,63148.0,1.0,False,Waiting staff,Rural,Facebook,160.0,3.0,,Trends,17.0,7730.0,9.0,17.0,23.0,invalid,,,2.0,Entertainment,Tablet,Windows,5:00 PM,10.0,0.0,At school,Mobile Data
844.0,59.0,Male,Barzil,22224.0,0.0,True,Students,Rural,TikTok,254.0,9.0,4523.0,Life Hacks,22.0,633.0,9.0,28.0,15.0,7.0,,3.0,7.0,Habit,Tablet,Windows,2:00 PM,5.0,5.0,At home,Mobile Data
845.0,39.0,Male,Vietnam,68695.0,1.0,True,Engineer,Urban,Instagram,279.0,13.0,2545.0,Pranks,13.0,6822.0,5.0,6.0,30.0,92.0,,3.0,7.0,Habit,Tablet,Android,9:00 PM,5.0,,At school,Wi-Fi
846.0,38.0,Male,Japan,52441.0,1.0,True,Students,Rural,YouTube,invalid,2.0,1832.0,Jokes/Memes,,4103.0,5.0,29.0,34.0,1.0,,8.0,2.0,Entertainment,,MacOS,2:00 PM,10.0,invalid,At work,Wi-Fi
847.0,23.0,Female,United States,59129.0,1.0,True,Waiting staff,Rural,Facebook,298.0,8.0,1473.0,Entertainment,17.0,9584.0,9.0,22.0,13.0,63.0,,8.0,2.0,Entertainment,invalid,Android,2:00 PM,10.0,0.0,At home,Mobile Data
848.0,18.0,Other,Mexico,82368.0,1.0,False,Waiting staff,Urban,YouTube,162.0,9.0,9629.0,Jokes/Memes,9.0,6487.0,8.0,15.0,4.0,98.0,,8.0,2.0,Entertainment,Smartphone,,8:00 AM,,0.0,At school,Wi-Fi
849.0,22.0,Female,Pakistan,64760.0,1.0,,Artist,Rural,Instagram,286.0,16.0,330.0,Trends,24.0,3446.0,7.0,5.0,18.0,39.0,,3.0,7.0,Entertainment,Computer,invalid,9:00 PM,5.0,5.0,At school,
850.0,58.0,Other,Pakistan,43478.0,0.0,False,Labor/Worker,,Facebook,288.0,invalid,5852.0,Pranks,12.0,5738.0,8.0,15.0,23.0,19.0,,3.0,7.0,Habit,invalid,MacOS,2:00 PM,5.0,5.0,At work,
851.0,29.0,,Mexico,91854.0,1.0,True,Waiting staff,Urban,Facebook,66.0,,7033.0,Gaming,,3098.0,6.0,18.0,33.0,31.0,,8.0,,Procrastination,Tablet,iOS,,10.0,0.0,Commuting,Mobile Data
852.0,43.0,Male,India,32180.0,0.0,False,Labor/Worker,Rural,TikTok,195.0,8.0,5267.0,Gaming,14.0,8097.0,3.0,18.0,34.0,77.0,,8.0,2.0,Boredom,Tablet,Android,8:00 AM,10.0,invalid,At home,Mobile Data
853.0,63.0,Male,Vietnam,35372.0,0.0,True,Students,Rural,invalid,102.0,5.0,4355.0,Life Hacks,8.0,5476.0,7.0,25.0,34.0,24.0,,8.0,2.0,,Smartphone,iOS,5:00 PM,10.0,0.0,At work,Mobile Data
854.0,51.0,,United States,49796.0,0.0,False,Labor/Worker,Rural,Instagram,285.0,9.0,6436.0,Gaming,23.0,8253.0,8.0,21.0,36.0,69.0,,3.0,7.0,Habit,Smartphone,,5:00 PM,5.0,5.0,At school,Mobile Data
855.0,31.0,Male,India,78272.0,1.0,True,Students,Urban,Instagram,167.0,,7979.0,Entertainment,5.0,5181.0,8.0,21.0,35.0,87.0,,3.0,7.0,Habit,Smartphone,Windows,9:00 PM,,5.0,At school,Mobile Data
856.0,43.0,Female,India,74040.0,1.0,False,Students,,Facebook,284.0,9.0,4239.0,Trends,19.0,1817.0,,23.0,17.0,83.0,,3.0,7.0,Boredom,Smartphone,Android,8:00 AM,5.0,,At home,Mobile Data
857.0,62.0,Other,United States,95357.0,1.0,True,Labor/Worker,Rural,TikTok,190.0,10.0,6113.0,Jokes/Memes,28.0,8824.0,7.0,6.0,28.0,65.0,,8.0,2.0,invalid,Smartphone,Android,9:00 PM,10.0,0.0,At home,Mobile Data
858.0,44.0,Male,Mexico,91368.0,1.0,False,Students,Rural,Facebook,86.0,4.0,4723.0,Vlogs,14.0,4887.0,3.0,2.0,14.0,33.0,,8.0,2.0,Entertainment,Smartphone,Android,8:00 AM,10.0,0.0,At school,Wi-Fi
859.0,26.0,Male,India,98356.0,1.0,True,driver,Rural,Facebook,160.0,3.0,1389.0,Gaming,9.0,2598.0,2.0,27.0,34.0,59.0,,3.0,7.0,Procrastination,Tablet,iOS,2:00 PM,5.0,5.0,At school,Mobile Data
860.0,43.0,Other,Pakistan,36211.0,0.0,False,Students,Rural,Facebook,247.0,10.0,4186.0,Vlogs,7.0,9492.0,2.0,17.0,,33.0,,8.0,2.0,Habit,Smartphone,Windows,2:00 PM,10.0,0.0,At home,
861.0,64.0,Male,,25842.0,0.0,True,Manager,Urban,Facebook,298.0,15.0,8912.0,Life Hacks,,2653.0,8.0,21.0,11.0,32.0,,3.0,7.0,Habit,Smartphone,MacOS,8:00 AM,invalid,5.0,At home,Mobile Data
862.0,39.0,Male,Germany,83115.0,1.0,False,Engineer,Rural,Instagram,240.0,11.0,3236.0,Vlogs,26.0,1454.0,9.0,4.0,13.0,59.0,,,7.0,Procrastination,Tablet,invalid,9:00 PM,5.0,5.0,At school,Mobile Data
863.0,,,Japan,86852.0,1.0,True,Labor/Worker,Rural,Instagram,27.0,14.0,4577.0,Gaming,26.0,1138.0,3.0,12.0,33.0,92.0,,6.0,4.0,,Smartphone,MacOS,9:00 PM,8.0,2.0,At school,Mobile Data
864.0,47.0,Female,Pakistan,65968.0,1.0,False,invalid,Urban,Facebook,82.0,6.0,1101.0,Entertainment,8.0,5807.0,3.0,,2.0,41.0,,8.0,2.0,invalid,Smartphone,iOS,5:00 PM,10.0,invalid,At school,Mobile Data
865.0,,Male,United States,37508.0,0.0,True,Students,Rural,Facebook,198.0,12.0,8865.0,Vlogs,14.0,3192.0,,2.0,34.0,12.0,,8.0,invalid,Procrastination,Computer,iOS,2:00 PM,10.0,0.0,At school,
,34.0,Other,invalid,42005.0,0.0,True,Students,Rural,TikTok,26.0,13.0,8709.0,Vlogs,22.0,6116.0,1.0,26.0,29.0,73.0,,3.0,7.0,Entertainment,Smartphone,iOS,2:00 PM,5.0,5.0,At home,Wi-Fi
867.0,43.0,Other,Germany,74575.0,1.0,True,Students,Rural,Facebook,28.0,17.0,2533.0,Trends,28.0,3759.0,6.0,,37.0,11.0,,3.0,7.0,Boredom,Tablet,Android,9:00 PM,5.0,5.0,At school,Wi-Fi
868.0,53.0,invalid,Germany,38971.0,0.0,True,Waiting staff,Rural,Instagram,228.0,16.0,,,14.0,3029.0,3.0,14.0,4.0,97.0,,6.0,4.0,,Computer,Android,2:00 PM,8.0,2.0,At work,Mobile Data
869.0,18.0,Female,invalid,45599.0,0.0,False,Waiting staff,Rural,YouTube,129.0,3.0,3671.0,Trends,11.0,,4.0,15.0,12.0,19.0,,6.0,4.0,Procrastination,Tablet,Android,9:00 PM,8.0,2.0,At home,Wi-Fi
870.0,25.0,Female,Japan,,1.0,True,Waiting staff,Rural,Instagram,110.0,2.0,782.0,ASMR,14.0,5095.0,9.0,20.0,26.0,54.0,,8.0,,,Computer,Android,9:00 PM,10.0,0.0,At home,Mobile Data
871.0,52.0,Male,Philippines,87055.0,1.0,False,Teacher,Rural,TikTok,43.0,11.0,3524.0,Vlogs,21.0,63.0,3.0,2.0,28.0,57.0,,3.0,7.0,Entertainment,Smartphone,iOS,9:00 PM,5.0,5.0,At home,Mobile Data
872.0,32.0,Female,Japan,25355.0,0.0,True,Artist,Rural,Instagram,93.0,9.0,6132.0,Vlogs,8.0,1345.0,,4.0,3.0,42.0,,3.0,7.0,Entertainment,Smartphone,Android,2:00 PM,5.0,5.0,At home,Mobile Data
873.0,64.0,Female,United States,74120.0,1.0,False,Students,Rural,YouTube,205.0,3.0,4783.0,Jokes/Memes,3.0,974.0,3.0,19.0,20.0,98.0,,9.0,1.0,Habit,Tablet,MacOS,,10.0,0.0,At home,Wi-Fi
874.0,39.0,Female,United States,94619.0,1.0,True,Manager,Rural,,211.0,18.0,9782.0,Vlogs,28.0,4161.0,7.0,9.0,10.0,71.0,,6.0,4.0,Habit,Tablet,Android,5:00 PM,8.0,2.0,At school,Wi-Fi
875.0,31.0,Male,Indonesia,58342.0,1.0,False,Waiting staff,Rural,YouTube,20.0,15.0,4996.0,Gaming,29.0,,7.0,7.0,18.0,31.0,,6.0,4.0,Entertainment,Computer,Android,2:00 PM,8.0,2.0,At home,Wi-Fi
876.0,43.0,Female,Pakistan,98860.0,1.0,True,Waiting staff,Rural,Facebook,227.0,14.0,1502.0,Pranks,29.0,invalid,5.0,13.0,27.0,52.0,,8.0,2.0,Habit,Tablet,,9:00 PM,10.0,0.0,At home,Mobile Data
877.0,45.0,Male,Pakistan,22257.0,0.0,False,Waiting staff,Urban,Facebook,262.0,2.0,3081.0,ASMR,,8649.0,1.0,27.0,invalid,2.0,,8.0,2.0,Boredom,Tablet,MacOS,5:00 PM,10.0,0.0,At school,Mobile Data
878.0,40.0,Male,,47364.0,0.0,True,Waiting staff,Urban,Instagram,,17.0,9269.0,ASMR,18.0,6596.0,8.0,12.0,27.0,83.0,,3.0,7.0,Habit,Smartphone,iOS,2:00 PM,invalid,5.0,At home,Wi-Fi
879.0,31.0,Male,Indonesia,44972.0,0.0,False,Labor/Worker,Rural,Instagram,,8.0,9293.0,Jokes/Memes,3.0,3330.0,8.0,3.0,42.0,38.0,,9.0,1.0,Boredom,Smartphone,Android,5:00 PM,10.0,0.0,At home,invalid
,41.0,Male,Vietnam,46654.0,0.0,,Waiting staff,Rural,Instagram,16.0,10.0,503.0,Jokes/Memes,13.0,1740.0,2.0,13.0,1.0,32.0,,8.0,2.0,Boredom,invalid,Android,8:00 AM,10.0,0.0,At home,Wi-Fi
881.0,19.0,Other,India,49320.0,0.0,False,Waiting staff,Rural,TikTok,281.0,invalid,9532.0,Life Hacks,,6055.0,3.0,15.0,6.0,10.0,,3.0,7.0,Entertainment,Smartphone,iOS,9:00 PM,5.0,5.0,At work,Wi-Fi
882.0,62.0,Male,,40808.0,0.0,True,Engineer,Urban,,236.0,19.0,3886.0,Pranks,15.0,6321.0,4.0,14.0,11.0,8.0,,9.0,1.0,Procrastination,Smartphone,Windows,2:00 PM,10.0,0.0,Commuting,Mobile Data
883.0,43.0,Male,India,72389.0,1.0,False,Engineer,Urban,TikTok,25.0,8.0,8010.0,Trends,18.0,1954.0,1.0,24.0,34.0,90.0,,8.0,2.0,invalid,Smartphone,Android,5:00 PM,10.0,0.0,At school,Mobile Data
884.0,31.0,Female,invalid,54773.0,1.0,True,invalid,Urban,Instagram,21.0,8.0,624.0,Gaming,5.0,279.0,4.0,9.0,39.0,94.0,,8.0,2.0,Boredom,,Android,9:00 PM,10.0,0.0,Commuting,Wi-Fi
,24.0,Female,Japan,71168.0,1.0,,Labor/Worker,Rural,Facebook,250.0,3.0,1051.0,Trends,7.0,2391.0,5.0,13.0,20.0,75.0,,6.0,4.0,Procrastination,Smartphone,Windows,,,invalid,At school,Wi-Fi
886.0,20.0,Other,United States,47747.0,0.0,True,Waiting staff,Rural,invalid,30.0,3.0,7386.0,Life Hacks,11.0,9232.0,3.0,23.0,21.0,20.0,,3.0,7.0,Procrastination,Smartphone,Android,5:00 PM,5.0,5.0,At school,invalid
887.0,64.0,Female,Germany,96396.0,1.0,True,Waiting staff,Urban,YouTube,187.0,12.0,6082.0,ASMR,26.0,6439.0,2.0,,21.0,20.0,,8.0,2.0,Boredom,Smartphone,Android,,10.0,0.0,At work,Mobile Data
888.0,40.0,Other,India,,1.0,True,Teacher,Rural,TikTok,237.0,17.0,5485.0,Jokes/Memes,27.0,961.0,6.0,4.0,18.0,9.0,,6.0,4.0,Entertainment,Smartphone,Android,2:00 PM,8.0,2.0,At home,Mobile Data
889.0,63.0,Female,Barzil,38135.0,0.0,True,Labor/Worker,Urban,TikTok,282.0,4.0,3773.0,Trends,11.0,6827.0,8.0,21.0,invalid,,,3.0,7.0,Entertainment,Smartphone,Android,2:00 PM,5.0,5.0,At work,Mobile Data
invalid,60.0,Other,Indonesia,67377.0,1.0,False,Artist,Rural,YouTube,297.0,17.0,3917.0,Comedy,,1217.0,7.0,8.0,19.0,,,6.0,4.0,Habit,Tablet,MacOS,5:00 PM,8.0,2.0,At work,Mobile Data
891.0,64.0,Female,Mexico,43554.0,0.0,True,Waiting staff,Rural,TikTok,143.0,14.0,4019.0,Jokes/Memes,15.0,8566.0,1.0,3.0,4.0,98.0,,3.0,7.0,Boredom,Tablet,Android,5:00 PM,5.0,5.0,At home,Wi-Fi
892.0,62.0,Female,India,82491.0,1.0,invalid,Labor/Worker,invalid,Facebook,292.0,19.0,1330.0,Pranks,10.0,6007.0,4.0,,13.0,invalid,,3.0,7.0,Habit,Smartphone,Android,invalid,5.0,5.0,At home,Mobile Data
893.0,35.0,Female,United States,75621.0,1.0,True,,Rural,Instagram,162.0,,4115.0,Life Hacks,15.0,4130.0,3.0,19.0,,97.0,,8.0,2.0,Entertainment,Tablet,iOS,2:00 PM,10.0,0.0,At work,Mobile Data
894.0,55.0,Female,Pakistan,78283.0,1.0,False,Waiting staff,,YouTube,75.0,12.0,3368.0,Pranks,13.0,1392.0,6.0,28.0,29.0,63.0,,8.0,2.0,Boredom,Tablet,iOS,2:00 PM,10.0,0.0,At home,Mobile Data
895.0,52.0,Female,United States,36923.0,0.0,True,Cashier,,Instagram,146.0,5.0,8096.0,Pranks,14.0,,9.0,23.0,25.0,91.0,,6.0,4.0,Boredom,Smartphone,MacOS,9:00 PM,8.0,2.0,At work,Mobile Data
896.0,32.0,Male,Philippines,67591.0,1.0,False,Waiting staff,Rural,Facebook,101.0,,5142.0,Life Hacks,17.0,8966.0,9.0,8.0,13.0,21.0,,6.0,,Boredom,Computer,iOS,5:00 PM,,2.0,At home,Mobile Data
897.0,42.0,Male,United States,82261.0,1.0,True,Manager,Rural,YouTube,268.0,3.0,3952.0,Trends,13.0,4316.0,7.0,17.0,27.0,5.0,,3.0,invalid,Habit,Smartphone,Android,5:00 PM,,5.0,At school,Mobile Data
898.0,54.0,Male,United States,74336.0,1.0,False,Students,Rural,Instagram,112.0,15.0,5085.0,Life Hacks,10.0,6196.0,9.0,13.0,19.0,35.0,,8.0,2.0,Habit,Smartphone,Android,9:00 PM,10.0,0.0,At work,
899.0,45.0,Male,Pakistan,94083.0,1.0,True,Waiting staff,Rural,Instagram,64.0,14.0,1574.0,Jokes/Memes,25.0,4589.0,8.0,7.0,49.0,85.0,,8.0,2.0,Habit,Smartphone,Android,5:00 PM,10.0,0.0,At school,Mobile Data
